Disaster_ID,Disaster_Type,Country,Region,Disaster_Date,Year,Quarter,Month,Month_Num,Severity_Level,Casualties,Economic_Loss_Million_USD,Response_Time_Hours,Aid_Amount_Million_USD,Recovery_Duration_Days,Efficiency_Score,Area_Affected_SqKm,People_Displaced,Response_Agency
DIS0434,Industrial Accident,South Africa,Africa,2023-03-08,2023,Q1,March,3,5.6,1138,139.74,99,119.24,114,95.7,1041,15679,Military Forces
DIS0202,Drought,Peru,Americas,2023-03-13,2023,Q1,March,3,5.3,957,267.01,79,296.85,120,88.7,2258,9490,UN OCHA
DIS0014,Volcano,United Kingdom,Europe,2023-03-28,2023,Q1,March,3,7.5,1886,171.03,88,250.52,103,92.9,2184,13395,WHO
DIS0037,Hurricane,United Kingdom,Europe,2023-03-30,2023,Q1,March,3,4.7,9686,266.69,102,236.3,112,80.7,1141,174374,WHO
DIS0488,Drought,Iraq,Middle East,2023-04-02,2023,Q2,April,4,6.2,4659,155.12,34,198.34,94,100.0,1503,63027,NGO Coalition
DIS0375,Flood,Syria,Middle East,2023-04-03,2023,Q2,April,4,3.5,2096,176.02,59,95.02,91,89.2,747,16244,FEMA
DIS0454,Cyclone,Jordan,Middle East,2023-04-09,2023,Q2,April,4,3.4,5605,130.43,69,118.43,96,99.5,709,110232,FEMA
DIS0208,Earthquake,Bangladesh,Asia-Pacific,2023-04-17,2023,Q2,April,4,7.1,14246,1041.91,27,531.24,100,100.0,2883,228732,UNICEF
DIS0058,Landslide,United Kingdom,Europe,2023-04-19,2023,Q2,April,4,4.0,1199,58.59,155,83.84,129,90.4,697,20203,Local Emergency Services
DIS0424,Hurricane,Zimbabwe,Africa,2023-04-26,2023,Q2,April,4,2.4,2371,294.91,18,107.41,53,100.0,681,23800,FEMA
DIS0467,Volcano,Norway,Europe,2023-04-30,2023,Q2,April,4,6.7,9773,330.06,96,367.92,86,100.0,2161,172220,Red Cross
DIS0323,Cyclone,Japan,Asia-Pacific,2023-05-01,2023,Q2,May,5,4.1,1830,275.96,129,127.02,105,84.8,2044,26309,Red Cross
DIS0240,Volcano,Sudan,Africa,2023-05-10,2023,Q2,May,5,5.5,1367,447.88,5,465.94,109,100.0,319,6919,UNICEF
DIS0366,Tsunami,Canada,Americas,2023-05-17,2023,Q2,May,5,9.1,37421,1240.32,162,819.78,237,79.3,2348,644108,Red Cross
DIS0129,Tsunami,Peru,Americas,2023-05-20,2023,Q2,May,5,6.6,31254,643.88,148,547.75,130,87.1,2760,603800,WHO
DIS0339,Hurricane,South Africa,Africa,2023-05-24,2023,Q2,May,5,3.2,4000,316.88,159,342.12,90,73.2,543,45803,UN OCHA
DIS0299,Earthquake,Egypt,Africa,2023-05-29,2023,Q2,May,5,5.5,2592,602.88,60,556.12,97,96.6,1600,40207,National Disaster Agency
DIS0413,Cyclone,Nepal,Asia-Pacific,2023-06-08,2023,Q2,June,6,2.2,2059,372.2,118,169.33,57,77.9,302,21370,National Disaster Agency
DIS0210,Hurricane,Afghanistan,Middle East,2023-07-02,2023,Q3,July,7,1.2,530,65.98,124,27.03,62,70.7,130,8349,FEMA
DIS0431,Wildfire,Israel,Middle East,2023-07-02,2023,Q3,July,7,4.6,1457,509.89,94,324.14,112,85.7,1029,7551,FEMA
DIS0448,Earthquake,Spain,Europe,2023-07-07,2023,Q3,July,7,7.7,9459,826.35,23,364.23,122,100.0,3772,152493,WHO
DIS0227,Drought,Germany,Europe,2023-07-07,2023,Q3,July,7,8.3,4631,138.77,115,232.97,142,97.2,2674,29357,Military Forces
DIS0436,Drought,Philippines,Asia-Pacific,2023-07-13,2023,Q3,July,7,9.0,1476,351.48,146,298.5,149,81.7,4395,25496,FEMA
DIS0189,Wildfire,Italy,Europe,2023-07-21,2023,Q3,July,7,4.9,785,356.86,5,405.79,107,100.0,2143,10617,FEMA
DIS0121,Drought,Japan,Asia-Pacific,2023-07-21,2023,Q3,July,7,7.0,4904,170.01,4,250.58,110,100.0,2641,80709,FEMA
DIS0479,Hurricane,Italy,Europe,2023-08-07,2023,Q3,August,8,4.5,7960,1267.02,74,1142.17,75,100.0,2101,101526,Local Emergency Services
DIS0465,Cyclone,Mexico,Americas,2023-08-12,2023,Q3,August,8,4.8,5360,827.77,136,416.7,141,69.9,504,91657,FEMA
DIS0053,Drought,United Kingdom,Europe,2023-08-12,2023,Q3,August,8,6.7,2478,364.96,84,330.43,85,88.2,2368,44375,Red Cross
DIS0127,Volcano,Ethiopia,Africa,2023-08-18,2023,Q3,August,8,7.1,9868,562.71,134,299.08,129,79.3,2033,95781,WHO
DIS0222,Earthquake,Australia,Asia-Pacific,2023-08-19,2023,Q3,August,8,7.3,10975,800.75,160,367.78,208,67.8,3482,82394,UNICEF
DIS0061,Hurricane,Nigeria,Africa,2023-08-20,2023,Q3,August,8,4.9,4041,1315.88,114,508.75,138,69.0,562,72996,WHO
DIS0260,Hurricane,Spain,Europe,2023-08-26,2023,Q3,August,8,3.2,4372,768.62,145,489.77,90,78.4,761,70905,NGO Coalition
DIS0257,Cyclone,Madagascar,Africa,2023-08-28,2023,Q3,August,8,2.4,2790,337.04,143,331.59,90,80.4,668,52500,WHO
DIS0134,Hurricane,Lebanon,Middle East,2023-08-28,2023,Q3,August,8,2.9,1695,384.75,119,305.04,87,73.8,584,15975,UNICEF
DIS0452,Landslide,Portugal,Europe,2023-08-30,2023,Q3,August,8,4.0,1086,111.99,10,171.72,87,100.0,1010,19323,Military Forces
DIS0200,Flood,Thailand,Asia-Pacific,2023-09-02,2023,Q3,September,9,3.7,3868,219.75,17,164.79,86,100.0,619,37616,Local Emergency Services
DIS0091,Cyclone,Thailand,Asia-Pacific,2023-09-08,2023,Q3,September,9,3.2,3473,311.87,148,259.76,75,76.8,377,20588,UN OCHA
DIS0195,Wildfire,Iraq,Middle East,2023-09-16,2023,Q3,September,9,3.0,1225,133.37,122,100.24,101,75.8,1446,6774,Local Emergency Services
DIS0007,Hurricane,France,Europe,2023-09-19,2023,Q3,September,9,3.0,4722,264.63,42,251.67,55,95.5,665,94165,NGO Coalition
DIS0280,Industrial Accident,Peru,Americas,2023-09-22,2023,Q3,September,9,2.5,185,134.79,159,131.29,92,69.6,304,2496,WHO
DIS0309,Tsunami,Turkey,Europe,2023-09-22,2023,Q3,September,9,7.2,27633,836.74,75,567.11,181,99.7,2435,523051,Local Emergency Services
DIS0387,Landslide,Nepal,Asia-Pacific,2023-10-01,2023,Q4,October,10,6.6,1786,153.7,77,135.29,83,100.0,2555,28405,National Disaster Agency
DIS0203,Volcano,Canada,Americas,2023-10-05,2023,Q4,October,10,4.2,2490,84.92,105,137.29,97,96.0,389,16256,WHO
DIS0446,Wildfire,Sudan,Africa,2023-10-08,2023,Q4,October,10,4.1,670,132.68,30,131.35,74,100.0,736,10607,UN OCHA
DIS0124,Cyclone,South Africa,Africa,2023-10-13,2023,Q4,October,10,2.4,4172,130.5,159,132.73,64,74.1,1014,54173,National Disaster Agency
DIS0228,Landslide,Colombia,Americas,2023-10-17,2023,Q4,October,10,6.5,2480,241.68,18,180.89,111,99.7,2815,45111,Red Cross
DIS0283,Wildfire,United Kingdom,Europe,2023-10-17,2023,Q4,October,10,5.0,2350,343.43,125,369.07,71,94.0,1239,19857,NGO Coalition
DIS0321,Flood,Peru,Americas,2023-11-05,2023,Q4,November,11,6.3,2687,416.48,81,467.47,92,100.0,2426,35585,UN OCHA
DIS0145,Hurricane,Haiti,Americas,2023-11-06,2023,Q4,November,11,1.9,1422,359.44,153,329.01,86,79.8,460,17681,FEMA
DIS0282,Flood,China,Asia-Pacific,2023-11-06,2023,Q4,November,11,6.2,2964,362.06,147,196.52,151,70.4,2132,51964,NGO Coalition
DIS0261,Earthquake,United Kingdom,Europe,2023-11-12,2023,Q4,November,11,5.4,6098,587.42,53,320.02,122,100.0,1930,43883,Red Cross
DIS0138,Flood,Argentina,Americas,2023-11-23,2023,Q4,November,11,5.2,4784,435.73,30,181.92,95,99.2,1600,34673,FEMA
DIS0266,Tsunami,Greece,Europe,2023-11-23,2023,Q4,November,11,6.0,8423,1183.51,42,716.36,111,90.9,897,69071,FEMA
DIS0474,Earthquake,Iraq,Middle East,2023-11-24,2023,Q4,November,11,6.7,15934,860.33,128,369.0,161,69.8,2933,266604,National Disaster Agency
DIS0303,Earthquake,Syria,Middle East,2023-11-24,2023,Q4,November,11,8.2,11541,238.38,90,215.77,177,85.6,4013,178581,Military Forces
DIS0103,Flood,Saudi Arabia,Middle East,2023-11-25,2023,Q4,November,11,5.7,6204,322.4,101,359.59,78,90.4,1242,100565,FEMA
DIS0313,Hurricane,South Africa,Africa,2023-11-28,2023,Q4,November,11,4.4,1542,1166.41,85,1026.79,89,100.0,2071,20397,WHO
DIS0330,Drought,Thailand,Asia-Pacific,2023-12-07,2023,Q4,December,12,4.2,784,58.37,57,124.77,58,100.0,1214,6148,NGO Coalition
DIS0238,Volcano,Iraq,Middle East,2023-12-11,2023,Q4,December,12,5.2,1361,153.5,53,130.19,132,100.0,2568,9728,WHO
DIS0425,Cyclone,Portugal,Europe,2023-12-12,2023,Q4,December,12,4.5,4241,517.89,80,245.01,76,87.7,2190,70172,Red Cross
DIS0380,Landslide,Brazil,Americas,2023-12-17,2023,Q4,December,12,4.2,1399,62.32,83,70.21,107,100.0,1945,26651,FEMA
DIS0422,Landslide,Iraq,Middle East,2023-12-19,2023,Q4,December,12,5.7,1457,139.36,96,197.61,153,100.0,2698,8719,Military Forces
DIS0086,Volcano,Brazil,Americas,2023-12-22,2023,Q4,December,12,6.8,5976,161.88,12,167.33,111,100.0,1297,68361,Local Emergency Services
DIS0439,Flood,Turkey,Europe,2023-12-29,2023,Q4,December,12,5.9,6141,149.1,74,139.91,113,93.3,2713,40139,WHO
DIS0182,Flood,Somalia,Africa,2023-12-30,2023,Q4,December,12,5.0,6190,260.52,84,287.34,89,98.1,1523,76013,FEMA
DIS0243,Drought,Australia,Asia-Pacific,2023-12-31,2023,Q4,December,12,7.1,3371,306.0,7,147.37,85,100.0,749,29634,WHO
DIS0102,Cyclone,Nepal,Asia-Pacific,2024-01-05,2024,Q1,January,1,2.0,2154,275.56,76,175.94,54,86.3,474,32235,UN OCHA
DIS0167,Tsunami,Iran,Middle East,2024-01-09,2024,Q1,January,1,7.7,35610,1492.19,92,658.15,160,86.0,2620,523508,FEMA
DIS0445,Hurricane,Haiti,Americas,2024-01-10,2024,Q1,January,1,1.0,1635,280.12,123,156.03,47,77.9,480,12610,FEMA
DIS0191,Industrial Accident,Kenya,Africa,2024-01-12,2024,Q1,January,1,5.1,681,88.94,54,168.9,72,100.0,1600,11201,UN OCHA
DIS0112,Industrial Accident,Greece,Europe,2024-01-30,2024,Q1,January,1,3.5,396,199.46,165,108.98,85,63.4,1726,6684,UNICEF
DIS0378,Tsunami,Egypt,Africa,2024-02-09,2024,Q1,February,2,8.1,11007,1521.77,148,1350.47,120,80.0,1591,71158,Military Forces
DIS0333,Cyclone,Yemen,Middle East,2024-02-13,2024,Q1,February,2,2.6,3771,218.4,117,153.72,64,87.2,1280,52554,NGO Coalition
DIS0406,Cyclone,Greece,Europe,2024-02-14,2024,Q1,February,2,2.4,3713,347.12,153,159.66,50,65.9,938,27924,FEMA
DIS0128,Tsunami,Zimbabwe,Africa,2024-02-16,2024,Q1,February,2,6.6,26548,1069.3,51,1050.42,101,98.6,3126,523895,National Disaster Agency
DIS0275,Earthquake,Argentina,Americas,2024-02-27,2024,Q1,February,2,6.8,10459,740.93,66,314.75,148,90.4,1352,72410,UNICEF
DIS0011,Landslide,Brazil,Americas,2024-03-01,2024,Q1,March,3,3.7,1143,161.56,140,177.41,105,87.4,849,17231,FEMA
DIS0224,Volcano,Zimbabwe,Africa,2024-03-11,2024,Q1,March,3,5.3,3255,518.08,5,481.75,96,100.0,1265,36510,WHO
DIS0496,Tsunami,Egypt,Africa,2024-03-16,2024,Q1,March,3,5.3,24328,1154.49,31,752.35,124,99.3,1928,129232,National Disaster Agency
DIS0113,Tsunami,Nigeria,Africa,2024-03-19,2024,Q1,March,3,7.6,20654,501.25,24,221.74,121,100.0,2017,230538,Local Emergency Services
DIS0346,Earthquake,United Kingdom,Europe,2024-03-23,2024,Q1,March,3,8.8,7256,1206.89,37,487.71,140,100.0,2865,104362,UNICEF
DIS0147,Volcano,Israel,Middle East,2024-04-01,2024,Q2,April,4,6.1,4386,215.28,167,117.19,133,65.8,1775,76496,Red Cross
DIS0308,Industrial Accident,Turkey,Europe,2024-04-02,2024,Q2,April,4,6.7,500,256.17,91,320.1,175,91.1,2071,7368,WHO
DIS0236,Hurricane,Afghanistan,Middle East,2024-04-05,2024,Q2,April,4,1.7,731,399.89,145,328.78,47,81.4,341,4634,FEMA
DIS0331,Hurricane,Argentina,Americas,2024-04-06,2024,Q2,April,4,4.0,3890,966.28,149,538.6,97,76.2,1789,29183,WHO
DIS0417,Flood,Ethiopia,Africa,2024-04-06,2024,Q2,April,4,6.8,6520,586.47,35,372.1,97,100.0,388,98031,WHO
DIS0440,Wildfire,Yemen,Middle East,2024-04-07,2024,Q2,April,4,6.1,3035,638.1,143,548.3,162,77.2,2819,20481,WHO
DIS0171,Tsunami,Syria,Middle East,2024-04-12,2024,Q2,April,4,6.9,18481,1145.07,49,877.99,118,90.4,2251,147106,Local Emergency Services
DIS0024,Tsunami,Mexico,Americas,2024-04-12,2024,Q2,April,4,9.0,21550,2026.37,62,1806.5,219,100.0,4019,115762,FEMA
DIS0432,Landslide,Germany,Europe,2024-04-16,2024,Q2,April,4,3.4,1323,120.04,108,147.09,68,98.8,1654,15025,Local Emergency Services
DIS0119,Industrial Accident,Canada,Americas,2024-04-19,2024,Q2,April,4,2.5,232,73.04,65,47.31,37,100.0,1097,2615,WHO
DIS0307,Drought,Mozambique,Africa,2024-04-21,2024,Q2,April,4,8.3,1009,369.58,17,229.91,115,100.0,774,16314,National Disaster Agency
DIS0165,Flood,Somalia,Africa,2024-04-28,2024,Q2,April,4,4.0,5071,264.51,142,108.92,114,81.2,577,86030,UN OCHA
DIS0050,Drought,Israel,Middle East,2024-05-18,2024,Q2,May,5,7.1,3496,407.39,55,371.01,107,92.2,1121,46426,WHO
DIS0151,Volcano,France,Europe,2024-05-22,2024,Q2,May,5,7.3,6370,292.12,127,385.5,164,89.4,917,107809,WHO
DIS0122,Earthquake,Australia,Asia-Pacific,2024-05-24,2024,Q2,May,5,7.2,8097,246.18,131,222.49,154,88.9,2379,114699,WHO
DIS0177,Flood,Jordan,Middle East,2024-06-03,2024,Q2,June,6,3.6,3884,200.35,12,205.9,59,100.0,868,62298,UNICEF
DIS0136,Cyclone,Germany,Europe,2024-06-04,2024,Q2,June,6,2.0,2574,78.64,32,68.72,30,100.0,930,47148,National Disaster Agency
DIS0233,Volcano,UAE,Middle East,2024-07-22,2024,Q3,July,7,4.4,4045,293.16,154,253.64,92,68.5,346,80193,FEMA
DIS0355,Hurricane,Iraq,Middle East,2024-07-25,2024,Q3,July,7,4.8,7070,711.68,84,460.81,75,91.5,1779,56764,Military Forces
DIS0211,Hurricane,Japan,Asia-Pacific,2024-07-30,2024,Q3,July,7,3.8,1872,994.16,95,937.82,76,100.0,866,12196,National Disaster Agency
DIS0457,Landslide,Italy,Europe,2024-08-05,2024,Q3,August,8,3.1,947,68.62,148,46.84,84,78.8,442,11791,FEMA
DIS0076,Wildfire,China,Asia-Pacific,2024-08-08,2024,Q3,August,8,4.6,581,150.31,109,149.18,118,88.5,1840,7377,UN OCHA
DIS0002,Landslide,Ethiopia,Africa,2024-08-10,2024,Q3,August,8,4.1,1423,138.09,89,102.72,69,95.2,393,15224,FEMA
DIS0221,Volcano,Norway,Europe,2024-08-12,2024,Q3,August,8,4.9,1572,436.64,109,470.15,120,98.9,1507,13416,National Disaster Agency
DIS0374,Cyclone,South Africa,Africa,2024-08-24,2024,Q3,August,8,3.9,5319,477.54,81,277.44,64,94.6,1615,32861,Military Forces
DIS0456,Drought,Chile,Americas,2024-08-24,2024,Q3,August,8,4.4,2605,69.18,45,49.01,72,99.1,1929,35221,Local Emergency Services
DIS0051,Landslide,Australia,Asia-Pacific,2024-08-29,2024,Q3,August,8,4.9,468,166.65,118,90.7,86,75.4,1989,6480,UNICEF
DIS0163,Landslide,France,Europe,2024-08-29,2024,Q3,August,8,5.5,1116,104.09,103,106.9,124,97.0,1090,11183,WHO
DIS0217,Tsunami,Iraq,Middle East,2024-08-30,2024,Q3,August,8,9.4,42514,1186.89,44,913.46,157,92.1,1870,833953,Local Emergency Services
DIS0018,Flood,Indonesia,Asia-Pacific,2024-09-03,2024,Q3,September,9,3.3,3936,79.17,147,65.0,94,79.7,787,54140,NGO Coalition
DIS0314,Cyclone,Syria,Middle East,2024-09-13,2024,Q3,September,9,3.4,5112,323.84,165,267.91,80,70.1,995,87264,Military Forces
DIS0288,Cyclone,Peru,Americas,2024-09-22,2024,Q3,September,9,2.1,3391,300.0,25,201.56,29,100.0,887,62579,Local Emergency Services
DIS0148,Cyclone,United Kingdom,Europe,2024-10-05,2024,Q4,October,10,2.1,1148,131.36,55,142.45,41,100.0,119,21877,UN OCHA
DIS0360,Cyclone,United States,Americas,2024-10-07,2024,Q4,October,10,2.9,4669,134.37,47,76.33,49,100.0,1058,63424,NGO Coalition
DIS0491,Flood,Brazil,Americas,2024-10-10,2024,Q4,October,10,4.3,4174,236.84,3,173.35,46,100.0,1105,46232,Military Forces
DIS0384,Landslide,Colombia,Americas,2024-10-11,2024,Q4,October,10,6.7,2044,178.24,143,247.31,131,80.5,1615,10447,Military Forces
DIS0329,Wildfire,China,Asia-Pacific,2024-10-17,2024,Q4,October,10,6.6,547,564.79,22,404.72,125,100.0,2538,10040,FEMA
DIS0278,Hurricane,Iraq,Middle East,2024-10-20,2024,Q4,October,10,1.3,997,354.67,52,174.32,42,86.5,109,5263,NGO Coalition
DIS0173,Volcano,Poland,Europe,2024-11-08,2024,Q4,November,11,5.6,2112,512.3,160,251.92,145,75.3,2595,29256,WHO
DIS0381,Earthquake,Thailand,Asia-Pacific,2024-11-09,2024,Q4,November,11,8.9,10614,1170.91,17,703.5,156,96.0,3261,183742,FEMA
DIS0473,Industrial Accident,Japan,Asia-Pacific,2024-11-11,2024,Q4,November,11,5.1,1543,126.95,45,75.52,102,100.0,597,29888,WHO
DIS0409,Landslide,Syria,Middle East,2024-11-11,2024,Q4,November,11,6.8,1921,139.7,3,174.97,87,100.0,3328,27439,NGO Coalition
DIS0033,Landslide,Saudi Arabia,Middle East,2024-11-14,2024,Q4,November,11,6.3,2474,243.47,142,209.69,102,86.3,1590,40268,National Disaster Agency
DIS0082,Cyclone,Zimbabwe,Africa,2024-11-18,2024,Q4,November,11,4.0,4442,137.37,71,156.86,70,97.0,210,80168,Local Emergency Services
DIS0398,Wildfire,Israel,Middle East,2024-11-19,2024,Q4,November,11,6.2,3026,188.04,20,106.79,124,100.0,362,37720,Red Cross
DIS0487,Tsunami,Australia,Asia-Pacific,2024-11-19,2024,Q4,November,11,5.8,19570,278.91,89,349.09,130,100.0,2152,371047,NGO Coalition
DIS0137,Tsunami,Bangladesh,Asia-Pacific,2024-11-22,2024,Q4,November,11,6.0,29263,423.82,157,285.06,154,81.0,2344,498346,UNICEF
DIS0077,Wildfire,Zimbabwe,Africa,2024-11-24,2024,Q4,November,11,3.2,1727,160.52,166,197.22,61,78.5,738,26408,Military Forces
DIS0411,Tsunami,Mozambique,Africa,2024-12-01,2024,Q4,December,12,8.6,33802,523.6,15,594.68,111,100.0,2307,227858,UNICEF
DIS0251,Industrial Accident,Norway,Europe,2024-12-07,2024,Q4,December,12,2.5,592,106.55,166,83.12,98,73.3,1236,3444,WHO
DIS0071,Earthquake,Peru,Americas,2024-12-12,2024,Q4,December,12,8.5,13174,900.63,164,850.42,230,71.2,1986,93491,Red Cross
DIS0318,Drought,Lebanon,Middle East,2024-12-25,2024,Q4,December,12,6.5,2015,81.13,138,66.14,186,75.0,690,23326,Red Cross
